,request_id,request_type,create_date,close_date,address,name,latitude,longitude,geometry
48,1055508,Stormwater Inspection,4/12/23 23:52,5/11/23 12:52,915 CAROLINA AVE,"915 CAROLINA AVE, Fort Lauderdale, Florida",26.11052,-80.190536,POINT (-80.190536 26.11052)
49,1056511,Stormwater Inspection,4/13/23 17:57,5/5/23 8:00,1420 CHATEAU PARK DR,"1420 CHATEAU PARK DR, Fort Lauderdale, Florida",26.1423613,-80.161867,POINT (-80.161867 26.1423613)
50,1058092,Stormwater -Street Sweeping Request,4/16/23 8:16,,1635 COCONUT DR,"1635 COCONUT DR, Fort Lauderdale, Florida",26.0995799,-80.1601928,POINT (-80.1601928 26.0995799)
51,1060225,Stormwater Inspection,4/18/23 20:11,6/6/23 0:08,901 CORDOVA RD,"901 CORDOVA RD, Fort Lauderdale, Florida",26.111373,-80.128227,POINT (-80.128227 26.111373)
52,1057505,Stormwater Inspection,4/14/23 17:55,6/28/23 18:41,1900 CORDOVA RD,"1900 CORDOVA RD, Fort Lauderdale, Florida",26.0971413,-80.1289883,POINT (-80.1289883 26.0971413)
53,1055755,Stormwater Inspection,4/13/23 9:40,5/9/23 15:41,DAVIE BLVD,"DAVIE BLVD, Fort Lauderdale, Florida",26.1065273,-80.1708756,POINT (-80.1708756 26.1065273)
54,1056208,Stormwater -Street Sweeping Request,4/13/23 14:09,,517 DAVIE BLVD,"517 DAVIE BLVD, Fort Lauderdale, Florida",26.107635,-80.1488985,POINT (-80.1488985 26.107635)
55,1055725,Stormwater Inspection,4/13/23 9:03,4/3/24 7:39,2115 DAVIE BLVD,"2115 DAVIE BLVD, Fort Lauderdale, Florida",26.1079536,-80.1710496,POINT (-80.1710496 26.1079536)
56,1059910,Stormwater Inspection,4/18/23 14:00,4/26/23 15:38,517 DAVIE BLVD,"517 DAVIE BLVD, Fort Lauderdale, Florida",26.107635,-80.1488985,POINT (-80.1488985 26.107635)
57,1056825,Stormwater Inspection,4/14/23 9:15,4/3/24 9:32,2115 DAVIE BLVD,"2115 DAVIE BLVD, Fort Lauderdale, Florida",26.1079536,-80.1710496,POINT (-80.1710496 26.1079536)
58,1057038,Stormwater Inspection,4/14/23 11:19,6/21/23 9:13,2211 DAVIE BLVD,"2211 DAVIE BLVD, Fort Lauderdale, Florida",26.1070604,-80.1729052,POINT (-80.1729052 26.1070604)
59,1055338,Stormwater Inspection,4/12/23 21:57,4/2/24 15:28,517 DAVIE BLVD,"517 DAVIE BLVD, Fort Lauderdale, Florida",26.107635,-80.1488985,POINT (-80.1488985 26.107635)
60,1056386,Stormwater Inspection,4/13/23 15:40,4/3/24 9:31,2115 DAVIE BLVD,"2115 DAVIE BLVD, Fort Lauderdale, Florida",26.1079536,-80.1710496,POINT (-80.1710496 26.1079536)
61,1055945,Stormwater Inspection,4/13/23 11:58,4/3/24 9:21,2115 DAVIE BLVD,"2115 DAVIE BLVD, Fort Lauderdale, Florida",26.1079536,-80.1710496,POINT (-80.1710496 26.1079536)
62,1056943,Stormwater Inspection,4/14/23 10:22,5/4/23 13:40,394 DELAWARE AVE,"394 DELAWARE AVE, Fort Lauderdale, Florida",26.1165193,-80.1894027,POINT (-80.1894027 26.1165193)
63,1055718,Stormwater Inspection,4/13/23 8:59,5/11/23 11:42,331 DELAWARE AVE,"331 DELAWARE AVE, Fort Lauderdale, Florida",26.1177599,-80.188836,POINT (-80.188836 26.1177599)
64,1055713,Stormwater Inspection,4/13/23 8:53,5/11/23 11:42,371 DELAWARE AVE,"371 DELAWARE AVE, Fort Lauderdale, Florida",26.1171619,-80.1894463,POINT (-80.1894463 26.1171619)
65,1057888,Stormwater Inspection,4/15/23 17:22,6/1/23 14:57,321 DELAWARE AVE,"321 DELAWARE AVE, Fort Lauderdale, Florida",26.117888,-80.1887052,POINT (-80.1887052 26.117888)
66,1057820,Stormwater Inspection,4/15/23 15:09,6/1/23 14:47,321 DELAWARE AVE,"321 DELAWARE AVE, Fort Lauderdale, Florida",26.117888,-80.1887052,POINT (-80.1887052 26.117888)
67,1054907,Stormwater Inspection,4/12/23 18:21,5/17/23 12:53,320 DELAWARE AVE,"320 DELAWARE AVE, Fort Lauderdale, Florida",26.1176725,-80.1882258,POINT (-80.1882258 26.1176725)
68,1054851,Stormwater - Broken / Missing Grate,4/12/23 17:29,5/1/23 12:09,2311 DELMAR PL,"2311 DELMAR PL, Fort Lauderdale, Florida",26.1215225,-80.1149926,POINT (-80.1149926 26.1215225)
69,1065032,Stormwater Inspection,4/28/23 16:50,4/3/24 9:52,2422 DELMAR PL,"2422 DELMAR PL, Fort Lauderdale, Florida",26.12115,-80.1134145,POINT (-80.1134145 26.12115)
70,1064241,Stormwater Inspection,4/27/23 12:07,8/21/23 14:06,E BROWARD BLVD,"E BROWARD BLVD, Fort Lauderdale, Florida",26.1225513,-80.134407,POINT (-80.134407 26.1225513)
71,1054308,Stormwater Inspection,4/11/23 17:04,4/12/23 14:38,721 E BROWARD BLVD,"721 E BROWARD BLVD, Fort Lauderdale, Florida",26.1226972,-80.1355444,POINT (-80.1355444 26.1226972)
72,1054998,Stormwater Inspection,4/12/23 19:06,5/17/23 11:33,660 E CAMPUS CIR,"660 E CAMPUS CIR, Fort Lauderdale, Florida",26.1125417,-80.1930423,POINT (-80.1930423 26.1125417)
73,1058660,Stormwater Inspection,4/17/23 10:23,5/2/23 11:19,660 E CAMPUS CIR,"660 E CAMPUS CIR, Fort Lauderdale, Florida",26.1125417,-80.1930423,POINT (-80.1930423 26.1125417)
74,1060326,Stormwater Inspection,4/19/23 8:13,5/2/23 9:40,540 E CAMPUS CIR,"540 E CAMPUS CIR, Fort Lauderdale, Florida",26.1152232,-80.1927582,POINT (-80.1927582 26.1152232)
75,1062692,Stormwater Inspection,4/24/23 11:33,5/2/23 9:19,650 E CAMPUS CIR,"650 E CAMPUS CIR, Fort Lauderdale, Florida",26.1126823,-80.192759,POINT (-80.192759 26.1126823)
76,1059086,Stormwater Inspection,4/17/23 15:48,4/17/23 15:49,660 E CAMPUS CIR,"660 E CAMPUS CIR, Fort Lauderdale, Florida",26.1125417,-80.1930423,POINT (-80.1930423 26.1125417)
77,1060971,Stormwater Inspection,4/19/23 17:12,5/2/23 9:29,545 E CAMPUS CIR,"545 E CAMPUS CIR, Fort Lauderdale, Florida",26.1144551,-80.1933184,POINT (-80.1933184 26.1144551)
78,1055223,Stormwater Inspection,4/12/23 20:54,5/15/23 13:53,660 E CAMPUS CIR,"660 E CAMPUS CIR, Fort Lauderdale, Florida",26.1125417,-80.1930423,POINT (-80.1930423 26.1125417)
79,1060190,Stormwater Inspection,4/18/23 18:39,4/25/23 15:08,550 E CAMPUS CIR,"550 E CAMPUS CIR, Fort Lauderdale, Florida",26.1145864,-80.1925411,POINT (-80.1925411 26.1145864)
80,1054802,Stormwater Inspection,4/12/23 16:46,5/18/23 11:43,540 E CAMPUS CIR,"540 E CAMPUS CIR, Fort Lauderdale, Florida",26.1152232,-80.1927582,POINT (-80.1927582 26.1152232)
81,1057354,Stormwater Inspection,4/14/23 14:40,5/24/23 14:55,357 E DAYTON CIR,"357 E DAYTON CIR, Fort Lauderdale, Florida",26.1173367,-80.1926718,POINT (-80.1926718 26.1173367)
82,1061819,Stormwater Inspection,4/21/23 9:13,8/7/23 13:53,410 E DAYTON CIR,"410 E DAYTON CIR, Fort Lauderdale, Florida",26.1159603,-80.1897116,POINT (-80.1897116 26.1159603)
83,1057014,Stormwater Inspection,4/14/23 11:06,5/2/23 12:19,411 E DAYTON CIR,"411 E DAYTON CIR, Fort Lauderdale, Florida",26.115982,-80.1902309,POINT (-80.1902309 26.115982)
84,1059448,Stormwater Inspection,4/18/23 7:24,5/2/23 10:19,411 E DAYTON CIR,"411 E DAYTON CIR, Fort Lauderdale, Florida",26.115982,-80.1902309,POINT (-80.1902309 26.115982)
85,1055814,Stormwater Inspection,4/13/23 10:19,5/9/23 15:11,531 E DAYTON CIR,"531 E DAYTON CIR, Fort Lauderdale, Florida",26.1144712,-80.1901873,POINT (-80.1901873 26.1144712)
86,1062648,Stormwater Inspection,4/24/23 10:48,4/25/23 15:18,521 E EVANSTON CIR,"521 E EVANSTON CIR, Fort Lauderdale, Florida",26.1146738,-80.1911462,POINT (-80.1911462 26.1146738)
87,1056691,Stormwater Inspection,4/14/23 8:01,5/4/23 15:40,605 E EVANSTON CIR,"605 E EVANSTON CIR, Fort Lauderdale, Florida",26.1135743,-80.1911026,POINT (-80.1911026 26.1135743)
88,1055677,Stormwater Inspection,4/13/23 8:31,5/11/23 11:42,620 E EVANSTON CIR,"620 E EVANSTON CIR, Fort Lauderdale, Florida",26.1131974,-80.1906014,POINT (-80.1906014 26.1131974)
89,1054727,Stormwater Inspection,4/12/23 15:06,8/11/23 11:04,E LAKE DR,"E LAKE DR, Fort Lauderdale, Florida",26.105199,-80.1098852,POINT (-80.1098852 26.105199)
90,1054827,Stormwater Inspection,4/12/23 17:13,6/13/23 9:21,1200 E LAKE DR,"1200 E LAKE DR, Fort Lauderdale, Florida",26.1082024,-80.1081571,POINT (-80.1081571 26.1082024)
91,1057702,Stormwater Inspection,4/15/23 10:32,7/26/23 11:20,1200 E LAKE DR,"1200 E LAKE DR, Fort Lauderdale, Florida",26.1082024,-80.1081571,POINT (-80.1081571 26.1082024)
92,1055000,Stormwater Inspection,4/12/23 19:06,7/16/23 14:48,1200 E LAKE DR,"1200 E LAKE DR, Fort Lauderdale, Florida",26.1082024,-80.1081571,POINT (-80.1081571 26.1082024)
93,1057867,Stormwater Inspection,4/15/23 16:38,6/29/23 15:41,1105 E LAS OLAS BLVD,"1105 E LAS OLAS BLVD, Fort Lauderdale, Florida",26.1194229,-80.1318763,POINT (-80.1318763 26.1194229)
94,1064482,Stormwater Inspection,4/27/23 18:07,6/2/23 10:57,1021 E LAS OLAS BLVD,"1021 E LAS OLAS BLVD, Fort Lauderdale, Florida",26.1195664,-80.1323479,POINT (-80.1323479 26.1195664)
95,1055328,Stormwater Inspection,4/12/23 21:52,5/15/23 11:13,480 E MELROSE CIR,"480 E MELROSE CIR, Fort Lauderdale, Florida",26.1158627,-80.1924975,POINT (-80.1924975 26.1158627)
96,1058795,Stormwater Inspection,4/17/23 12:36,5/2/23 11:20,540 E MELROSE CIR,"540 E MELROSE CIR, Fort Lauderdale, Florida",26.1142003,-80.1916291,POINT (-80.1916291 26.1142003)
97,1055941,Stormwater Inspection,4/13/23 11:57,5/8/23 12:21,511 E MELROSE CIR,"511 E MELROSE CIR, Fort Lauderdale, Florida",26.114785,-80.1921052,POINT (-80.1921052 26.114785)
98,1055105,Stormwater Inspection,4/12/23 20:07,5/15/23 14:23,474 E MELROSE CIR,"474 E MELROSE CIR, Fort Lauderdale, Florida",26.115969,-80.1927154,POINT (-80.1927154 26.115969)
99,1056725,Stormwater Inspection,4/14/23 8:15,5/4/23 14:10,485 E MELROSE CIR,"485 E MELROSE CIR, Fort Lauderdale, Florida",26.1153204,-80.1925846,POINT (-80.19258459999999 26.1153204)
100,1058389,Stormwater Inspection,4/16/23 17:27,7/26/23 9:30,2641 E OAKLAND PARK BLVD,"2641 E OAKLAND PARK BLVD, Fort Lauderdale, Florida",26.1677228,-80.1128255,POINT (-80.1128255 26.1677228)
101,1058890,Stormwater Inspection,4/17/23 13:44,6/23/23 14:53,192 FIESTA WAY,"192 FIESTA WAY, Fort Lauderdale, Florida",26.1282101,-80.1190859,POINT (-80.1190859 26.1282101)
102,1063826,Stormwater - Catch Basin Problem,4/26/23 13:45,6/23/23 14:33,192 FIESTA WAY,"192 FIESTA WAY, Fort Lauderdale, Florida",26.1282101,-80.1190859,POINT (-80.1190859 26.1282101)
103,1057185,Stormwater Inspection,4/14/23 12:39,7/3/23 9:13,168 FIESTA WAY,"168 FIESTA WAY, Fort Lauderdale, Florida",26.1272051,-80.1190859,POINT (-80.1190859 26.1272051)
104,1055894,Stormwater Inspection,4/13/23 11:18,7/5/23 9:15,2424 FLAMINGO LN,"2424 FLAMINGO LN, Fort Lauderdale, Florida",26.0911087,-80.1913206,POINT (-80.1913206 26.0911087)
105,1054944,Stormwater Inspection,4/12/23 18:41,5/17/23 12:03,411 FLORIDA AVE,"411 FLORIDA AVE, Fort Lauderdale, Florida",26.1160495,-80.1918872,POINT (-80.1918872 26.1160495)
106,1058674,Stormwater Inspection,4/17/23 10:36,5/2/23 11:19,460 FLORIDA AVE,"460 FLORIDA AVE, Fort Lauderdale, Florida",26.114811,-80.1924118,POINT (-80.1924118 26.114811)
107,1057068,Stormwater Inspection,4/14/23 11:34,5/18/23 14:23,393 FLORIDA AVE,"393 FLORIDA AVE, Fort Lauderdale, Florida",26.1165163,-80.1913642,POINT (-80.1913642 26.1165163)
108,1057181,Stormwater Inspection,4/14/23 12:38,5/24/23 11:25,398 FLORIDA AVE,"398 FLORIDA AVE, Fort Lauderdale, Florida",26.1162275,-80.1909828,POINT (-80.1909828 26.1162275)
109,1057359,Stormwater Inspection,4/14/23 14:46,5/25/23 12:35,420 FLORIDA AVE,"420 FLORIDA AVE, Fort Lauderdale, Florida",26.1155441,-80.1916802,POINT (-80.1916802 26.1155441)
110,1056007,Stormwater Inspection,4/13/23 12:31,5/8/23 12:21,411 FLORIDA AVE,"411 FLORIDA AVE, Fort Lauderdale, Florida",26.1160495,-80.1918872,POINT (-80.1918872 26.1160495)
111,1055635,Stormwater Inspection,4/13/23 7:36,7/10/23 13:16,FORT ROYAL ISLE,"FORT ROYAL ISLE, Fort Lauderdale, Florida",26.1784158,-80.1007316,POINT (-80.1007316 26.1784158)
112,1058209,Stormwater Inspection,4/16/23 11:58,7/26/23 11:40,4020 GALT OCEAN DR,"4020 GALT OCEAN DR, Fort Lauderdale, Florida",26.1773419,-80.0970766,POINT (-80.0970766 26.1773419)
113,1061883,Stormwater Inspection,4/21/23 10:52,10/16/23 12:50,3200 GALT OCEAN DR,"3200 GALT OCEAN DR, Fort Lauderdale, Florida",26.1689218,-80.0997219,POINT (-80.0997219 26.1689218)
114,1061267,Stormwater Inspection,4/20/23 9:01,5/2/23 9:29,3300 GLENDALE BLVD,"3300 GLENDALE BLVD, Fort Lauderdale, Florida",26.1136957,-80.1901505,POINT (-80.19015050000002 26.1136957)
115,1063026,Stormwater Inspection,4/24/23 20:13,6/2/23 10:47,904 GUAVA ISLE,"904 GUAVA ISLE, Fort Lauderdale, Florida",26.1031064,-80.1536519,POINT (-80.1536519 26.1031064)
116,1056475,Stormwater Inspection,4/13/23 17:06,7/3/23 12:42,2519 GULFSTREAM LN,"2519 GULFSTREAM LN, Fort Lauderdale, Florida",26.0895222,-80.1928462,POINT (-80.1928462 26.0895222)
117,1059721,Stormwater Inspection,4/18/23 11:27,9/13/23 14:22,2513 GULFSTREAM LN,"2513 GULFSTREAM LN, Fort Lauderdale, Florida",26.0897049,-80.1928462,POINT (-80.1928462 26.0897049)
118,1056050,Stormwater Inspection,4/13/23 12:48,7/5/23 8:44,2513 GULFSTREAM LN,"2513 GULFSTREAM LN, Fort Lauderdale, Florida",26.0897049,-80.1928462,POINT (-80.1928462 26.0897049)
119,1056484,Stormwater Inspection,4/13/23 17:18,7/3/23 12:42,2507 GULFSTREAM LN,"2507 GULFSTREAM LN, Fort Lauderdale, Florida",26.0898877,-80.1928462,POINT (-80.1928462 26.0898877)
120,1059636,Stormwater Inspection,4/18/23 10:23,11/15/23 11:45,1941 HARBOURVIEW DR,"1941 HARBOURVIEW DR, Fort Lauderdale, Florida",26.0968885,-80.1165421,POINT (-80.1165421 26.0968885)
121,1058335,Stormwater -Street Sweeping Request,4/16/23 14:48,,301 HENDRICKS ISLE,"301 HENDRICKS ISLE, Fort Lauderdale, Florida",26.1256915,-80.1223141,POINT (-80.1223141 26.1256915)
122,1055673,Stormwater Inspection,4/13/23 8:28,7/6/23 11:55,1455 HOLLY HEIGHTS DR,"1455 HOLLY HEIGHTS DR, Fort Lauderdale, Florida",26.1453536,-80.1332193,POINT (-80.1332193 26.1453536)
123,1056140,Stormwater Inspection,4/13/23 13:31,6/19/23 12:32,1400 HOLLY HEIGHTS DR,"1400 HOLLY HEIGHTS DR, Fort Lauderdale, Florida",26.1440297,-80.1334907,POINT (-80.1334907 26.1440297)
124,1057497,Stormwater Inspection,4/14/23 17:40,5/25/23 12:55,741 INDIANA AVE,"741 INDIANA AVE, Fort Lauderdale, Florida",26.1112976,-80.1938923,POINT (-80.1938923 26.1112976)
125,1056139,Stormwater Inspection,4/13/23 13:31,5/5/23 15:00,461 IOWA AVE,"461 IOWA AVE, Fort Lauderdale, Florida",26.1148726,-80.1951658,POINT (-80.1951658 26.1148726)
126,1056566,Stormwater Inspection,4/13/23 19:41,5/5/23 7:50,240 IOWA AVE,"240 IOWA AVE, Fort Lauderdale, Florida",26.1185302,-80.1987739,POINT (-80.1987739 26.1185302)
127,1057053,Stormwater Inspection,4/14/23 11:25,5/17/23 10:54,308 IOWA AVE,"308 IOWA AVE, Fort Lauderdale, Florida",26.1176821,-80.1977278,POINT (-80.1977278 26.1176821)
128,1053964,Stormwater -Street Sweeping Request,4/11/23 10:12,1/31/24 15:07,51 ISLA BAHIA DR,"51 ISLA BAHIA DR, Fort Lauderdale, Florida",26.1072518,-80.1119311,POINT (-80.1119311 26.1072518)
129,1057143,Stormwater Inspection,4/14/23 12:16,5/24/23 8:55,3565 JACKSON BLVD,"3565 JACKSON BLVD, Fort Lauderdale, Florida",26.1071784,-80.1944589,POINT (-80.1944589 26.1071784)
